isbn;ean;title;publisher;date;seriesTitle;seriesNumber;authorSurname;AuthorName;type;totalCopies;numberCopiesAimeCesaire;numberCopiesEdmondRostand;numberCopiesJeanPierreMelville;numberCopiesOscarWilde;numberCopiesSaintSimon
978-2-7585-0997-4;9782758509974;Le Mont-S[ain]t-Michel - Dol-de-Bretagne | Document cartographique | Institut géographique national | [avec la collaboration de la Fédération française de la randonnée pédestre];IGN;2008;Top 25 : une carte, un site;1215 OT;;;Carte ou plan;1;;;;;
978-2-7585-2253-9;9782758522539;Montpellier | Document cartographique | Palavas-les-Flots | Institut géographique national | [avec la collaboration de la Fédération française de randonnée pédestre];IGN;2010;Top 25 : une carte, un site;2743 ET;;;Carte ou plan;1;;;;;
978-2-7585-1066-6;9782758510666;Les Trois Vallées - Modane | Document cartographique | Parc national de la Vanoise | Institut géographique national | [avec la collaboration de la Fédération française de la randonnée pédestre];IGN;2008;Top 25 : une carte, un site;3534 OT;;;Carte ou plan;1;;;;;
978-2-8128-0023-8;9782812800238;Chiro | star project | 5 | Texte imprimé | Baek Hye Kyoung;Samji;impr. 2009;Chiro;5;Baek;Hye Kyoung;Bande dessinée jeunesse;1;;1;;;
978-2-07-044081-8;9782070440818;L'absence d'oiseaux d'eau | Texte imprimé | roman | Emmanuelle Pagano;Gallimard;impr. 2011;;;Pagano;Emmanuelle;Livre pour adulte;1;;;1;;
2-912489-03-2;;La désignation de la personne | Texte imprimé | Francis Delhom, Christiane Fournier, Évelyne Lefebvre;Éd. du centre national de Suresnes;1997;;;Delhom;Francis;Livre pour adulte;1;;;;;
978-2-84050-646-1;9782840506461;Les bibliothèques d'artistes | Texte imprimé | XXe-XXIe siècles | Françoise Levaillant, Dario Gamboni, Jean-Roch Bouiller, dir. | avant-propos de Dany Sandron;PUPS;DL 2010;;;;;Livre pour adulte;1;;;;;
978-2-84221-179-0;9782842211790;Les couches lavables | Texte imprimé | ça change tout ! | texte et dessins de Christelle Beneytout;la Plage éd.;cop. 2008;;;Beneytout;Christelle;Livre de Fonds spécialisés;1;;;;;
978-2-87833-558-3;9782878335583;Mon imagier à toucher | Texte imprimé | Sophie Bureau;Circonflexe;DL 2011;;;Bureau;Sophie;Livre jeunesse;12;1;;;;
978-2-84801-618-4;9782848016184;Non-Non voudrait faire du sport mais a un peu la flemme | Magali Le Huche;Tourbillon;2011;;;Le Huche;Magali;Livre jeunesse;1;;;;;
978-2-7561-0115-6;9782756101156;Camille Laurens | Texte imprimé;Léo Scheer;2011;;;Laurens;Camille;Livre pour adulte;2;;;;;
978-2-35848-024-6;9782358480246;L'art du costume à la Comédie-Française | Texte imprimé | [exposition, Moulins, Centre national du costume de scène et de la scénographie, 11 juin-31 décembre 2011] | [sous la direction de Renato Bianchi et Agathe Sanjuan];"Centre national du costume de scène;Bleu autour";DL 2011;;;;;Livre pour adulte;11;;;;;
978-2-7427-9779-0;9782742797790;Katherine Mansfield dans la lumière du Sud | Texte imprimé | Gisèle Bienne;Actes Sud;impr. 2011;;;Bienne;Gisèle;Livre pour adulte;6;;1;;;
2-01-008414-4;;Histoire de la psychanalyse | [1] | Texte imprimé | sous la dir. de Roland Jaccard | [par Paul-Laurent Assoun, Christian Delacampagne, Roland Jaccard... et al.];Hachette;1982;;;;;Livre pour adulte;3;;;1;;
978-2-918226-08-6;9782918226086;Tarifa | Texte imprimé | l'auberge de l'Allemand | roman | Eduardo Iglesias | traduit de l'espagnol par William Soler;Rouge inside;DL 2011;;;Iglesias;Eduardo;Livre pour adulte;1;;;;;
978-2-84922-094-8;9782849220948;Échec scolaire | Texte imprimé | des solutions pour se réconcilier avec l'école | Catherine Sanson-Stern;Éd. Fabert;DL 2011;;;Sanson-Stern;Catherine;Livre pour adulte;1;;;1;;
978-2-913305-77-9;9782913305779;Toute la grammaire allemande en 120 pages | Texte imprimé | Jean-Pierre Vasseur;Vasseur;cop. 2011;;;Vasseur;Jean-Pierre;Livre pour adulte;1;;;1;;
978-2-7234-8418-3;9782723484183;Sur les traces de Marco Polo | Texte imprimé | Geronimo Stilton;Glénat;impr. 2011;Geronimo Stilton;3;Stilton;Geronimo;Bande dessinée jeunesse;46;3;2;2;;
978-88-04-57984-7;9788804579847;Se domani farà bel tempo | Texte imprimé | Luca Bianchini;Oscar Mondadori;Impr. 2009;;;Bianchini;Luca;Livre en langue étrangère;1;;;;;
2-13-051420-0;;La vie opératoire | Texte imprimé | études psychanalytiques | Claude Smadja | préf. de Michel Fain;Presses universitaires de France;2001;;;Smadja;Claude;Livre pour adulte;2;;;;;
978-2-216-11314-9;9782216113149;Le meilleur des normes comptables IAS-IFRS | Texte imprimé | Anne Le Manh, Catherine Maillet;Sup'Foucher;2010;;;Le Manh;Anne;Livre pour adulte;1;;;1;;
978-2-212-13285-4;9782212132854;Réparer la plomberie | Thierry Gallauziaux, David Fedullo;Eyrolles;2011;;;Gallauziaux;Thierry;Livre pour adulte;3;;;1;;
978-2-200-25932-7;9782200259327;Le roman | Texte imprimé | initiation aux méthodes et aux techniques d'analyse littéraire | Bernard Valette;A. Colin;DL 2011;;;Valette;Bernard;Livre pour adulte;1;;;1;;
978-2-10-055791-2;9782100557912;Android | Texte imprimé | concevoir et développer des applications mobiles et tactiles | Florent Garin,...;Dunod;impr. 2011;;;Garin;Florent;Livre pour adulte;2;;;1;;
978-2-253-15983-4;9782253159834;Une affaire de famille | Texte imprimé | Charles Stross | traduit de l'anglais (États-Unis) par Patrick Dusoulier | préface de Gérard Klein;Librairie générale française;impr. 2011;Les Princes-Marchands;1;Stross;Charles;Livre pour adulte;2;;;1;;
978-2-10-055816-2;9782100558162;Psychologie de l'attachement et de la filiation dans l'adoption | Texte imprimé | sous la direction de Aubeline Vinay;Dunod;DL 2011;;;;;Livre pour adulte;1;;;;;
978-2-09-252555-5;9782092525555;Calamity Mamie à l'école | Arnaud Alméras | illustrations Jean-Louis Besson;Nathan Jeunesse;2009;Calamity Mamie;;Alméras;Arnaud;Livre jeunesse;3;;1;;;
978-2-09-252801-3;9782092528013;Calamity Mamie au grand stade | Arnaud Alméras | illustrations Jean-Louis Besson;Nathan Jeunesse;2010;Calamity Mamie;;Alméras;Arnaud;Livre jeunesse;6;;1;;;
978-2-09-252874-7;9782092528747;Un concert maléfique | Texte imprimé | Hubert Ben Kemoun | illustrations de Thomas Ehretsmann;Nathan;DL 2011;Samuel;;Ben Kemoun;Hubert;Livre jeunesse;4;;;;;
2-07-051687-3;;Les plus belles chansons de France pour tous les enfants | Texte imprimé | ill. par Claudine et Roland Sabatier;Gallimard jeunesse;1997;;;;;Livre jeunesse;1;;;;;
;0602517685710;"Finger-snappin' | Enregistrement sonore | My new flame | Autumn leaves... [etc.] | Maynard Ferguson octet [Maynard Ferguson, trp, trb ; Conte Candoli, trp ; Milt Bernhart, trb... et al.]";"UMG recordings;[distrib. Universal Polydor]";[DL 2008];;;Ferguson;Maynard;Disque compact;1;;;;;
;5034202207627;Bakesale | Enregistrement sonore | Sebadoh, groupe voc. et instr.;Domino recording;2011;;;;;Disque compact;6;;;;;
;4006408122067;Heart full of soul | Enregistrement sonore | Yardbirds;Laserlight;2011;;;;;Disque compact;1;;;;;
;0602527667409;Yuck | Enregistrement sonore | Yuck, groupe voc. et instr.;Pias;2011;;;;;Disque compact;2;;;;;
978-2-02-104702-8;9782021047028;Voix seule | Texte imprimé | Alain Veinstein;Seuil;DL 2011;;;Veinstein;Alain;Livre pour adulte;3;;;;;
978-2-7560-2197-3;9782756021973;Le bruit des pas dans la neige | Texte imprimé | scénario, Nicolas Jarry | dessin, Paolo Deplano | couleur, Silvia Fabris;Delcourt;impr. 2011;Un coin de ciel bleu;2;Jarry;Nicolas;Bande dessinée jeunesse;2;;;;;
978-2-7011-5462-6;9782701154626;C'est comment la station spatiale ? | Texte imprimé | Alain Doressoundiram, Olivier Latyk;Belin;DL 2010;;;Doressoundiram;Alain;Livre jeunesse;1;;;;;
978-2-35539-120-0;9782355391200;Brûler sa maison | Texte imprimé | origines d'un metteur en scène | Eugenio Barba | traduit de l'italien par Éliane Deschamps-Pria;l'Entretemps éd.;impr. 2011;;;Barba;Eugenio;Livre pour adulte;1;;;;;
;;Dans la lune | 05 | novembre 2005 | Texte imprimé | Valérie Rouzeau, Lambert Schlechter, Bernard Bretonnière... [et al.] | [directeur de publication, Michel Fréard];Centre de Créations pour l'Enfance;DL 2005;Dans la lune;05;;;Livre jeunesse;1;;;;;
978-2070-57-8900;;La mémoire trouée | Texte imprimé | Elisabeth Combres;Gallimard jeunesse, DL;2007;;;Combres;Elisabeth;Livre de section jeunesse > 12 ans;17;;;;;
;;Dans la lune | 01 | mai 2004 | Texte imprimé | Valérie Rouzeau, Caroline Sagot Duvauroux, Bernard Bretonnière... [et al.] | [directeur de publication, Michel Fréard];Centre de Créations pour l'Enfance;DL 2004;Dans la lune;01;;;Livre jeunesse;1;;;;;
978-2-9530799-6-8;9782953079968;Reconstruction | Texte imprimé | photographies, Nigel Green | texte, Martin Kew Meade | [traduit en anglais par Alan Eglinton];Diaphane éd.;impr. 2010;;;Green;Nigel;Livre pour adulte;1;;1;;;
9771972284002;;Un Sedicesimo | 01a | novembre-décembre 2007 | Texte imprimé | Esther Lee | [directeur de publication, Federico Maggioni];Edition Corraini;DL 2007;Un sedicesimo;01a;Lee;Esther;Livre jeunesse;1;;;;;
978-2-35142-651-7;9782351426517;Fullmetal alchemist | 27 | Texte imprimé | Hiromu Arakawa;Kurokawa;DL 2011;Fullmetal alchemist;27;Arakawa;Hiromu;Bande dessinée jeunesse;31;1;;1;1;
978-2-35181-137-5;9782351811375;La musique des quatre saisons | une découverte de la nature au fil des saisons, en image et en musique | idée originale Marc Laborde | illustrations Hajnalka Cserhati | texte Violaine Troffigué;Rue des enfants;2010;;;Laborde;Marc;Livre sonore jeunesse;3;;;;;
978-2-7011-5809-9;9782701158099;Berlusconi ou La démocratie autoritaire | Texte imprimé | Antonio Gibelli | traduit [de l'italien] par Pérette-Cécile Buffaria;Belin;DL 2011;;;Gibelli;Antonio;Livre pour adulte;1;;;;;
978-2-86253-497-8;9782862534978;Paris | Texte imprimé | 100 jardins insolites et 100 restaurants dans la verdure | Martine Dumond | avec la participation de Claudine Hourcadette et Sophie Marguerite;C. Bonneton;DL 2011;;;Dumond;Martine;Livre pour adulte;5;;;;;
978-2-7465-0446-2;9782746504462;Internet | Texte imprimé | quel drôle de réseau ! | Françoise Virieux | illustré par Sébastien Chebret;Éd. le Pommier;DL 2009;;;Virieux;Françoise;Livre jeunesse;3;;;;;
978-2-35685-074-4;9782356850744;Where is the clown ? | texte de Stéphane Husar | illustrations de Yves Besnier;"La Maison des langues;ABC melody";2011;;;Husar;Stéphane;Méthode de langue;8;;;1;;
;9782070133970;Correspondances avec Gaston Gallimard | Enregistrement sonore | sélection de 80 lettres | André Gide, Jean-Paulhan, Louis-Ferdinand Céline... [et al.], aut. | Alban Cerisier, éd. | lu par Éric Caravaca, Guillaume Gallienne, Fabrice Luchini... [et al.];"Éd. Gallimard;[distrib. Sofédi]";P 2011;;;;;Livre sonore pour adulte;4;;;1;;
0-8256-0002-2;;Folk songs of Greece | Musique imprimée | ed. par Susan et Ted Alevizos;Oak Public;1968;;;;;Partition;1;;;;;
88-8148-241-X;9788881482412;Le vilain petit canard;ELI;1997;;;;;Livre jeunesse;1;;;;;
978-2-08-126235-5;9782081262355;Insolvables ! | Texte imprimé | lettre d'espoir au monde que j'ai quitté;Flammarion;impr. 2011;;;;;Livre pour adulte;1;;;;;
978-2-7469-2998-2;9782746929982;Canaries | 2011-2012 | Dominique Auzias, Jean-Paul Labourdette;Nouv. éd. de l'Université;2011;;;Auzias;Dominique;Livre pour adulte;1;;;;1;
978-2-264-04994-0;9782264049940;Best love Rosie | Texte imprimé | Nuala O'Faolain | traduit de l'anglais par Judith Roze;10-18;DL 2010;;;O'Faolain;Nuala;Livre pour adulte;4;;;;;1
978-2-8041-5843-9;9782804158439;Petit dictionnaire des citations économiques | Texte imprimé | Éric Delattre | préface de Jacques Attali;De Boeck;DL 2008;;;Delattre;Éric;Livre pour adulte;4;;1;;;
978-2-252-03731-7;9782252037317;Le bêtisier du sociologue | Texte imprimé | Nathalie Heinich;Klincksieck;impr. 2009;;;Heinich;Nathalie;Livre pour adulte;1;;1;;;
978-2-7540-2569-0;9782754025690;Le clavier et la souris | Texte imprimé | [Servane Heudiard];First interactive;DL 2011;;;Heudiard;Servane;Livre pour adulte;4;;;;;
978-2-10-053183-7;9782100531837;Créez votre BD Shojo sur ordinateur | Multimédia multisupport | Yishan studio et Andrew James | traduit de l'anglais par Xavier Guesnu;Dunod;cop. 2009;;;;;Bande dessinée jeunesse;2;;;;;
978-2-84942-112-3;9782849421123;Cimetières de Paris | Texte imprimé | [textes de Fabrice de Rotrou] | [photographies de Charles-Édouard Gambier];Éd. Acanthe;DL 2010;;;Rotrou;Fabrice de;Livre pour adulte;1;;;;;
;;Pirata | Enregistrement sonore | Maria Bethânia, chant;DiscMedi;2006;;;;;Disque compact;13;;1;1;;
2-10-007540-3;;Se former au bilan de compétences | Texte imprimé | comprendre et pratiquer cette démarche | Claude Lemoine | préf. de Jacques Aubret;Dunod;2004;;;Lemoine;Claude;Livre pour adulte;1;;;;;
978-2-84902-892-6;9782849028926;Le Robert de poche 2012 | Texte imprimé | langue française | 40000 mots, 9000 noms propres;Dictionnaires le Robert;DL 2010;;;;;Livre jeunesse;1;;;;;
"978-0-521-73251-2;978-0-521-17368-1";9780521732512;Active grammar  | Level 1 | Multimédia multisupport | with answers | Fiona Davis and Wayne Rimmer...;Cambridge University Press;cop. 2011;;;Davis;Fiona;Méthode de langue;2;;1;;;
2-226-11812-8;9782226118127;La ferme de Mimi | Texte imprimé | un livre d'activités Albin Michel jeunesse | Lucy Cousins;A. Michel jeunesse;2001;;;Cousins;Lucy;Livre jeunesse;4;;;;;
978-2-7590-1369-2;9782759013692;Réaliser son projet professionnel | Texte imprimé | Marie-Luce Stephan;Groupe Studyrama-Vocatis;impr. 2011;;;Stephan;Marie-Luce;Livre pour adulte;17;;;;1;
978-2-7234-8355-1;9782723483551;Faut qu'on parle | Texte imprimé | Hélène Bruller;Drugstore;DL 2011;;;Bruller;Hélène;Bande dessinée pour adulte;8;;;1;;
978-2-212-13210-6;9782212132106;Détourner les pages | Texte imprimé | l'art de recycler, déconstruire et réinventer le livre | Jason Thompson | traduit de l'anglais par Véronique Valentin;Eyrolles;DL 2011;;;Thompson;Jason;Livre pour adulte;22;;1;1;;
978-2-262-03611-9;9782262036119;Bussy-Rabutin | Texte imprimé | le libertin puni | Daniel-Henri Vincent;Perrin;impr. 2011;;;Vincent;Daniel-Henri;Livre pour adulte;4;;1;;;
978-2-7459-4618-8;9782745946188;Les châteaux forts | Texte imprimé | textes de Natacha Scheidhauer-Fradin | illustrations d'Emmanuel Ristord;Milan jeunesse;DL 2010;;;Scheidhauer-Fradin;Natacha;Livre jeunesse;14;;1;2;;
978-2-84166-436-8;9782841664368;La Mongolie | Texte imprimé | Laetitia Antonowicz & Marco Paci;Grandir;cop. 2011;;;Antonowicz;Laetitia;Livre jeunesse;5;;;1;;
;;Going for a smoke | Texte imprimé | Fanzine | Ines Christine Geisser;Nicolas Robel;2010;Going for a smoke;;Geisser;Ines Christine;Bande dessinée pour adulte;1;;;;;
2-07-030196-6;9782070301966;Consuelo | 2 | La comtesse de Rudolstadt | George Sand | édition Léon Cellier, Léon Guichard;Gallimard;2004;Consuelo;2;Sand;George;Livre pour adulte;5;;;;;
978-0-7148-5964-4;9780714859644;Décennie | photographies éditées par Eamonn McCabe | textes de Terence MacNamee | en collaboration avec Anna Rader et Adrian Johnson;Phaidon;2010;;;;;Livre pour adulte;1;;;;;
;;"Symphony No.3 ""Scandinavian"" | Enregistrement sonore | A. Leaper";HNH International;1990;;;Cowen;Frederic Hymen;Disque compact;1;;;;;
978-2-298-02860-7;9782298028607;Le cirque des damnés | Texte imprimé | Lunatic café | Laurell K. Hamilton | traduit de l'anglais (États-Unis) par Isabelle Troin;Éd. France loisirs;impr. 2010;Anita Blake;3-4;Hamilton;Laurell K.;Livre pour adulte;1;;;;;
2-7291-1426-2;9782729114268;0Œuvres complètes de Ladislav Klíma | Texte imprimé | [publ.] sous la dir. de Erika Abrams | 4 | Le grand roman | texte établi, trad. du tchèque et de l'allemand, annoté et présenté par Erika Abrams;Éd. de la Différence;2002;Œuvres complètes de Ladislav Klíma / [publ.] sous la dir. de Erika Abrams.;4;Klíma;Ladislav;Livre pour adulte;1;;;;;
2-268-03464-X;9782268034645;Les fantômes de Trianon | Texte imprimé | une aventure | C. A. E. Moberly, E. F. Jourdain | éd. établie et présentée par Robert Amadou | trad. de l'anglais par Juliette et Pierre Barrucand | préf. de Jean Cocteau;Éd. du Rocher;1999;;;Moberly;Charlotte Anne Elizabeth;Livre pour adulte;1;;;;;
978-2-84720-203-8;9782847202038;Le silence ne sera qu'un souvenir | Texte imprimé | roman | Laurence Vilaine;Gaïa éd.;impr. 2011;;;Vilaine;Laurence;Livre pour adulte;7;;;;;
978-2-35871-014-5;9782358710145;Chimères génétiques | Texte imprimé | Julie Lannes;l'Atelier du poisson soluble;DL 2011;;;Lannes;Julie;Livre jeunesse;7;;;;;
2-7143-0570-9;9782714305701;La canne de Balzac | Texte imprimé | Lucien Dällenbach;J. Corti;1996;;;Dällenbach;Lucien;Livre pour adulte;1;;;;;
978-88-530-1122-0;9788853011220;De viaje | Multimédia multisupport | por el mundo hispano | Cristina M.  Alegre Palazón, Leonor Quarello Demarcos;CIDEB;impr. 2011;;;Alegre Palazo?n;Cristina M.;Méthode de langue;2;;;;;
;;Q comme Culture, n°1 spécial Karol Karnage | Texte imprimé | Revue Paranographique - Périodique hétéroclite & bissextile - Année 2008 | Fanzine | [directeurs de publication Herbert Müde et Charles Marcel];Tranches de l'Art - Entreprise d'intoxications élémentaires;2008;Q comme Culture;1;;;Bande dessinée pour adulte;1;;;;;
978-3-518-42175-8;;Andernorts | Texte imprimé | Roman | Doron Rabinovici;Suhrkamp;2010;;;Rabinovici;Doron;Livre en langue étrangère;4;;;;;
1-85909-945-9;;Alone with everybody | Musique imprimée | R. Ahcroft;International Music Publication;2001;;;Ashcroft;Richard;Partition;1;;;;;
85-325-0813-8;;Laços de família | Texte imprimé | contos | Clarice Lispector;Rocco;2009;;;Lispector;Clarice;Livre en langue étrangère;1;;;;;
978-1-84724-383-6;;Truth | Texte imprimé | Peter Temple;Quercus;2010;;;Temple;Peter;Livre en langue étrangère;1;;;;;
978-27427-9598-7;9782742795987;Une maman pas comme les autres | Texte imprimé | Françoise Grard | illustré par Violaine Leroy;Actes Sud junior;impr. 2011;;;Grard;Françoise;Livre jeunesse;7;;;1;;
2-262-01469-8;;Les jardins du Moyen âge | Texte imprimé | Marie-Thérèse Haudebourg;Perrin;2001;;;Haudebourg;Marie-Thérèse;Livre pour adulte;7;;;1;;
"9782700570571;978-2-7005-0352-4";"978-2-7005-7057-1;978-2-7005-0335-7;3135414904297";Le néerlandais | multimédia multisupport | par Ineke Paupert | illustrations de Jean-Louis Goussé;Assimil;cop. 2011;;;Paupert;Ineke;Méthode de langue;4;;;;;
5-699-15770-0;;Podzemka | Texte imprimé | Haruki Murakami;?????;2006;;;Murakami;Haruki;Livre en langue étrangère;1;;;;;
978-2-253-08437-2;9782253084372;Contes à guérir, contes à grandir | Texte imprimé | Jacques Salomé | illustrations de Dominique de Mestral;Librairie générale française;impr. 2008;;;Salomé;Jacques;Livre pour adulte;4;;;;;
978-2-0812-3768-1;9782081237681;Le travail | Texte imprimé | une valeur en voie de disparition ? | Dominique Méda;Flammarion;DL 2010;;;Méda;Dominique;Livre pour adulte;4;;;;;
9782953846720;;Fortune Bookie n°1 | Texte imprimé | Fanzine | Christopher Stanton, Sarah-Louise Barbett;Editions du livre;2011;Fortune Bookie;1;Stanton;Christopher;Bande dessinée pour adulte;1;;;;;
978-2-7460-6460-7;9782746064607;Drupal 7 | Texte imprimé | concevoir et administrer vos sites web | Christophe Aubry;ENI éd.;cop. 2011;;;Aubry;Christophe;Livre pour adulte;2;;;;;
978-0-19-423780-2;;Gandhi | Multimédia multisupport | stage 4 (1400 headwords) | Rowena Akinyemi;Oxford University Press;cop. 2010;;;Akinyemi;Rowena;Méthode de langue;1;;;;;
